Category_1,Category_2,Ordinal_1,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Target
A,,Low,,1.932,-0.2876,,1.873,-2.39,2.107,-3.396,0.6885,-2.576,5.996,0.0772,147.4
B,X,Low,-1.05,2.95,2.07,1.137,-1.682,-0.2698,0.706,0.314,0.67,1.441,1.044,2.688,49.0
B,X,,-1.866,-1.253,1.708,-1.941,-0.6475,-0.9917,1.695,-0.367,0.1327,1.648,1.023,,51.06
B,X,High,,2.799,,-1.948,2.88,-6.863,1.467,-1.134,-0.2954,-2.328,1.444,2.627,131.6
B,X,Medium,-2.334,-3.49,2.658,-2.826,-0.4753,-1.629,1.181,-3.014,0.7983,1.233,-1.769,6.06,92.94
,X,Low,-1.287,-3.492,0.8647,-0.1406,-1.172,-0.864,0.2734,-2.154,3.49,0.703,0.9844,0.4856,87.4
A,Y,Low,1.193,-1.984,2.834,-0.02222,2.184,-0.9272,-2.037,4.12,1.722,3.615,-2.652,2.176,1.903
C,X,Low,-1.292,,0.2532,2.871,-0.4033,-2.328,3.086,-0.8027,2.768,1.44,3.645,-0.2856,119.25
A,X,Medium,-2.658,6.445,0.9795,-1.142,1.769,-1.338,2.06,4.492,2.37,-2.855,1.781,5.24,17.27
B,X,Low,-1.599,7.19,,1.404,-0.6924,1.577,0.855,0.308,-0.254,4.484,-0.349,-1.037,6.49
B,Y,High,,,2.975,-2.137,1.052,-3.3,1.815,3.81,0.1293,1.877,0.7876,4.09,7.527
C,X,Medium,2.865,-3.543,,-0.2578,2.645,-3.994,3.312,-0.2125,3.068,6.07,0.649,-1.06,61.75
A,X,High,7.14,1.405,-2.295,1.372,2.3,1.117,1.054,2.383,-0.4797,0.2334,-0.922,-2.926,-31.66
C,X,Medium,2.896,3.166,1.615,0.2761,0.09753,4.48,-0.0874,-2.625,,,-1.861,-1.459,24.64
C,X,Low,-1.041,-1.06,0.859,-0.04358,2.238,-3.64,1.053,0.0663,-0.5894,-0.2554,-1.122,1.133,102.5
C,X,Medium,-0.11884,2.023,0.84,0.4407,1.393,-1.273,1.594,-3.72,0.591,5.47,-0.2078,-3.387,83.06
C,X,High,-1.811,-2.77,-1.787,0.786,1.193,0.2559,1.334,5.402,0.622,0.354,-0.2952,4.805,39.22
A,Y,Low,5.367,1.318,,-1.064,,3.488,0.7017,0.8237,2.518,-1.6455,1.275,2.941,8.62
C,,Low,5.58,-0.351,-1.005,1.526,0.4917,-0.936,1.111,1.808,3.254,-1.221,-0.4395,-0.3052,34.44
C,Y,Medium,-1.891,5.27,0.8213,0.736,-1.781,-0.463,0.748,2.238,-0.1447,5.63,0.346,0.6294,12.01
A,Y,Low,1.295,3.512,-1.007,-0.2262,-3.148,-1.557,,4.203,-0.4626,-3.947,-2.197,-3.656,2.828
C,Y,Low,0.9136,-3.426,,2.135,2.232,0.511,-0.216,-3.062,-0.985,0.5757,-0.6504,-0.1808,88.9
C,Y,Medium,2.564,-0.9727,-0.4773,,0.9844,-2.646,0.687,2.678,,-6.68,,1.156,76.25
B,X,High,-2.676,-1.019,-1.54,0.782,-1.048,-2.34,,,1.407,2.428,-1.964,-1.178,55.62
C,Y,,3.926,-5.812,-0.783,-1.6455,0.9243,3.227,0.579,-1.106,0.00769,-2.121,-0.635,6.527,14.766
C,X,Low,-1.929,3.305,2.172,2.762,1.532,-0.2832,0.3372,2.986,0.174,0.844,-4.355,,81.7
A,X,Medium,2.578,-1.06,3.947,-3.527,-0.2084,,1.424,3.473,0.073,0.46,-0.781,2.111,6.32
A,X,Medium,1.243,1.978,-1.176,0.1357,2.219,2.184,1.925,0.586,0.9795,2.29,1.473,5.492,5.367
B,Y,High,0.742,0.9087,4.145,-0.2556,3.453,1.259,1.421,0.00839,-1.872,0.7026,4.438,-3.059,100.9
A,Y,Low,4.152,0.9297,-1.38,,-0.9053,-1.118,,-0.1696,0.2505,-2.953,2.244,0.003048,34.06
B,Y,Low,2.367,2.148,-0.6655,2.598,-1.148,0.8384,,-0.68,2.48,-0.884,-0.666,2.693,26.23
A,Y,Medium,0.1509,0.2878,0.2406,-0.54,-0.2917,-1.873,0.8726,2.361,,1.953,3.053,-1.835,20.75
B,X,Medium,0.8027,,-1.899,4.04,1.185,5.066,1.76,1.229,0.4922,0.1499,-2.455,3.28,42.97
B,Y,Medium,0.6343,5.734,0.3364,-1.459,0.9487,-0.6733,0.7866,-3.404,0.1649,0.949,3.324,1.243,5.3
C,Y,Medium,-0.5938,-1.072,1.428,2.463,0.3096,-2.352,1.544,1.467,0.631,-2.93,-1.5625,-2.4,153.2
C,Y,High,-2.783,0.706,-0.1278,-1.935,0.9604,1.804,0.3835,4.54,2.97,5.05,-4.027,-2.455,-12.13
B,Y,Low,2.186,2.004,0.0753,-0.6323,0.2097,-2.666,1.699,1.551,1.084,1.206,-4.027,2.695,-10.82
A,X,Medium,-0.721,-0.1871,-0.606,-1.021,-0.3633,0.623,1.838,5.16,1.22,-2.67,-2.416,-1.981,43.94
A,X,Medium,0.2278,3.512,3.027,0.857,-1.647,-0.9414,1.466,0.7754,-0.1859,3.098,3.646,-1.175,45.75
B,X,Low,1.319,5.04,1.83,-2.977,1.149,3.889,-0.08356,-2.412,-0.0577,-2.486,-1.963,2.344,20.81
A,X,Medium,1.51,0.1827,-1.027,-0.447,,-6.09,0.804,-3.438,2.94,3.586,2.97,2.143,31.62
C,Y,Medium,2.734,0.00379,0.2524,0.9497,1.979,-2.432,2.36,1.84,,2.148,,-2.79,60.16
C,X,Low,-1.275,-0.7476,-0.749,-0.2961,0.675,1.122,1.09,4.527,-0.9478,1.058,-4.35,-3.508,66.9
B,X,High,-1.173,-2.592,2.764,-2.127,1.3955,-2.395,3.184,2.074,1.846,1.07,-5.78,3.55,85.0
A,X,Low,4.12,3.307,1.456,1.774,0.6445,1.995,-0.4639,0.4524,1.363,3.008,3.111,-0.002918,-8.555
C,Y,Medium,2.41,1.191,0.9937,-2.705,1.56,2.633,3.021,-0.2517,1.391,-0.5176,2.742,1.927,27.34
,Y,Low,5.023,-0.2218,0.9463,0.537,-0.10913,1.484,2.223,-2.877,1.218,2.426,,1.657,13.2
A,X,Medium,1.635,-1.646,1.169,0.9224,1.024,-0.845,0.6133,1.348,2.176,1.314,,2.137,51.38
B,X,Low,,4.375,2.434,1.378,,-0.0435,,2.367,0.718,-0.777,3.834,-3.576,70.9
C,Y,High,-4.05,0.6997,-0.165,1.768,0.2676,3.613,0.1532,-1.649,1.441,-0.10345,2.166,-4.02,123.4
,Y,Medium,0.8784,1.383,-1.093,-1.3,1.901,2.918,1.092,0.0446,-0.339,-0.7695,2.512,3.02,20.62
B,Y,Low,4.547,-1.967,0.2976,-2.082,2.182,0.913,-1.044,5.18,1.048,0.4944,1.478,-0.926,-47.5
A,Y,Low,5.086,0.953,,,2.469,1.329,0.5923,2.955,3.514,-1.046,-2.484,3.785,-22.6
B,Y,High,5.97,-5.492,,-3.047,-0.4634,-0.954,1.438,3.277,,,,-3.19,16.61
A,Y,High,0.426,1.909,1.875,0.1333,,0.482,2.186,2.53,,2.053,-2.025,2.533,0.2225
C,Y,Medium,-0.88,4.824,-1.206,3.574,-1.492,-2.922,1.214,3.34,-0.0546,-1.8,2.256,1.523,64.5
A,X,Medium,1.685,-1.697,0.1572,-3.746,1.728,1.203,1.124,,0.88,-0.5874,1.093,-1.7,32.88
A,Y,Medium,-6.76,0.7583,-1.424,1.107,0.4978,3.61,3.096,0.04465,-1.33,1.936,1.923,-3.982,87.8
C,X,Low,-5.445,-1.085,2.477,1.365,,-0.7725,2.287,1.441,0.8467,0.7646,-0.1021,-0.1285,160.8
A,Y,,1.384,2.285,-1.434,0.1638,2.012,1.407,-0.3008,0.5166,1.575,-2.623,-2.268,3.064,-2.479
C,X,Medium,0.284,-1.238,-0.979,3.104,1.4795,0.4695,1.115,-0.5605,0.449,0.962,3.975,-3.152,118.6
C,Y,High,1.492,-2.682,1.57,0.9336,2.041,0.6113,1.698,0.6704,0.4507,,-0.169,2.555,107.44
B,X,Medium,-2.768,-1.323,-1.308,1.519,-1.118,5.418,0.9043,-1.514,,3.658,-3.332,-0.2314,45.84
B,Y,,-1.242,-2.686,1.571,,0.587,1.181,0.639,,0.904,-1.057,2.875,-1.0,109.5
C,Y,High,0.838,0.04935,3.32,1.728,-0.823,,1.451,-0.972,1.905,0.2803,1.994,2.021,69.5
A,Y,High,-2.434,,-2.05,1.272,-1.0,-2.021,-0.4534,-1.304,2.342,0.272,4.793,4.918,83.0
C,Y,Low,2.545,1.916,0.6514,-0.611,0.07623,5.06,0.7266,2.895,1.027,-3.67,5.402,1.134,21.66
C,Y,,0.553,-1.419,-0.0864,1.003,-3.068,4.09,0.3408,0.94,0.766,0.8945,2.654,0.6973,28.4
A,Y,Medium,-3.904,1.245,-1.094,4.08,,0.856,-0.3381,1.497,0.8506,-3.402,0.5684,1.67,83.6
B,X,Low,-1.874,-3.107,0.695,0.2478,-2.37,0.07275,0.7915,-0.8364,-0.1989,0.404,-1.378,-2.113,97.06
A,Y,Low,1.155,-1.503,0.641,3.201,1.8125,-1.825,1.485,-1.856,-0.6064,3.129,-2.389,7.25,42.62
A,Y,Low,,-2.234,-1.575,0.8906,-1.654,4.03,1.451,1.459,1.195,5.215,0.8975,3.883,-66.4
C,X,High,0.04282,-3.617,-1.023,1.505,1.496,-3.861,1.428,1.977,0.738,-3.305,2.59,2.807,127.3
A,X,Medium,0.2177,-2.396,1.31,3.336,2.584,-1.386,0.541,0.8115,-0.402,-2.213,,,113.1
,Y,Low,3.137,0.8623,-3.459,-1.403,-0.1538,5.293,0.4797,-4.32,-1.446,-0.5176,-5.848,-1.148,-51.4
C,Y,Medium,2.605,-1.389,0.9653,-1.6045,,-1.808,0.316,3.605,2.412,,-2.467,,-3.484
C,X,Medium,-1.879,1.432,2.393,0.633,3.836,-2.732,0.9995,0.1804,0.3472,0.3828,-0.8433,-2.137,131.1
A,Y,Low,3.611,-1.313,0.3516,2.7,-0.05545,0.6426,1.76,-1.443,1.06,2.988,-0.429,0.289,28.52
A,Y,Low,-0.335,5.105,0.7036,2.064,,,0.62,,-1.367,0.549,-0.1674,3.188,19.95
A,Y,Medium,4.14,-3.281,-2.037,1.976,-0.0275,1.344,0.824,-0.196,3.172,-4.582,1.196,-6.473,98.06
,X,Medium,-1.876,-0.2534,-4.086,-2.07,1.184,5.586,2.549,-1.017,,0.566,-1.978,2.6,-19.38
A,,Low,-0.976,3.492,-1.356,1.638,0.673,-6.56,0.6455,1.737,1.521,2.29,0.2515,,57.38
C,X,Low,-3.223,-2.045,-0.7207,-0.0847,-0.376,0.99,0.3918,2.096,1.025,-1.245,-3.318,3.65,74.0
B,Y,,-1.165,-0.432,-0.793,,-0.2103,-3.22,1.119,1.6,1.186,-2.533,-0.8037,1.906,58.38
A,Y,Low,-0.07025,-3.807,,1.13,-0.7236,-3.395,-1.383,4.086,0.474,-3.64,-2.91,2.125,68.44
A,Y,Low,4.793,1.865,1.039,1.508,1.35,-2.648,2.121,4.652,0.1315,-0.1432,-1.397,-2.416,13.87
A,X,Medium,-4.375,1.922,0.7524,1.272,-1.279,4.914,0.821,1.43,2.965,4.824,-0.65,-5.164,53.7
B,Y,Medium,3.725,-2.469,0.848,3.766,-0.155,4.81,-0.7803,2.51,1.148,-0.6836,-2.326,-3.688,46.53
B,X,Low,0.4033,,1.113,0.564,0.5503,-0.8887,,1.111,-0.2145,-0.4622,0.4253,1.905,50.84
B,Y,Low,2.293,1.247,-0.00789,-3.398,0.631,-1.986,0.608,7.1,1.004,,0.9917,5.598,-85.94
C,X,High,2.123,-0.3232,-0.0823,1.236,1.381,-0.835,1.01,-1.296,,-3.38,,-2.902,128.0
A,X,Low,0.0737,3.098,0.1227,1.617,,0.9473,,0.003113,0.34,3.58,-1.159,0.3374,28.17
B,Y,Medium,-1.673,4.406,-2.074,3.639,0.11993,3.17,0.2122,0.11816,-1.195,-4.406,-3.934,-1.876,71.0
B,X,Low,4.348,3.346,-0.501,0.6553,-0.7026,-4.688,,-0.2822,1.671,-1.926,-0.674,4.547,17.27
B,Y,Medium,0.849,1.789,-0.963,-1.079,,-1.15,1.216,-3.695,1.914,-1.965,,2.56,35.62
B,X,Low,0.26,0.4578,-1.418,-3.348,-2.035,-3.113,1.029,,0.0673,-1.976,3.307,-0.9277,10.7
B,Y,Medium,1.447,2.523,2.453,1.698,-0.6143,-0.1572,0.9683,3.87,1.327,1.974,0.834,-0.815,38.53
A,X,Medium,5.547,-3.367,,0.6094,-1.568,-0.3958,0.603,2.889,-0.696,2.58,-1.864,3.152,-66.7
B,Y,Medium,1.373,-3.67,-0.4067,0.7666,-0.0602,3.846,1.008,1.003,1.545,-2.963,2.504,6.14,50.22
B,Y,High,0.02225,2.363,0.3735,5.117,-1.4,5.055,,2.26,0.7637,-1.058,5.082,-2.314,73.44
B,Y,Low,0.9146,-1.512,,-2.643,0.0905,0.915,1.206,-1.931,-0.0085,-1.16,-2.969,2.072,8.664
C,Y,Medium,2.854,-1.029,0.641,1.132,1.377,-3.676,0.01738,-1.673,,-0.1415,-0.5103,-1.018,82.2
A,X,Low,0.283,1.124,,2.852,-0.493,2.117,1.588,3.018,0.9717,,2.674,-1.541,123.4
A,,Low,0.8555,,0.2708,,3.533,-5.008,1.472,1.161,1.57,0.79,0.0586,5.918,71.6
A,X,Low,1.1455,-4.055,-2.564,-0.3833,1.987,-2.227,2.746,-1.316,1.247,-0.989,0.5903,-0.495,73.25
,X,,1.237,1.892,-2.041,0.1036,0.4688,1.195,0.52,0.5674,0.9834,0.1194,0.1365,0.376,8.4
B,Y,Medium,1.282,1.644,-1.19,2.646,1.816,0.285,0.811,1.13,0.4949,2.38,-0.3508,-2.39,36.12
A,Y,Medium,2.266,-1.87,1.818,0.253,-1.667,-0.3264,1.058,0.0792,1.544,1.134,-4.207,3.195,8.8
C,Y,Low,,-0.705,-1.389,4.887,2.668,0.8276,0.7847,7.434,0.6157,-2.504,6.945,-5.19,69.4
B,Y,High,-3.088,0.757,-1.478,1.432,2.57,-2.906,0.903,0.6016,0.08215,,0.99,-4.434,132.6
B,X,Medium,-0.4587,0.883,-2.727,-2.168,3.143,1.442,0.273,5.36,-0.0825,0.7173,-3.547,2.736,-42.56
C,X,Low,-0.1042,1.008,-0.694,2.646,-2.305,-1.828,0.4062,3.982,0.1139,-0.06635,-3.36,4.062,41.9
C,X,High,-3.621,-0.744,-0.2145,0.901,-1.813,-1.263,0.827,-2.928,0.6953,-5.707,-1.306,1.232,156.1
,X,Medium,3.273,1.979,-0.9185,-0.01426,-1.012,-0.1128,,5.38,0.001334,,0.1785,-2.713,-11.484
C,Y,Low,5.13,0.2054,0.4717,1.271,-0.0055,-0.5493,1.696,-0.4084,1.511,-5.297,-4.34,-2.836,83.5
A,X,Low,-0.988,-1.419,-4.453,1.661,1.497,2.84,1.298,-0.0921,1.744,0.2341,-1.49,1.549,40.1
C,,Medium,-1.976,3.22,-0.2854,1.191,1.612,2.967,3.385,1.999,-0.2698,2.203,2.615,0.3098,78.2
B,Y,Medium,6.617,1.163,1.932,-3.549,0.1821,4.5,0.6743,-2.816,0.984,1.1,0.222,2.615,-62.8
A,X,Medium,2.27,-6.043,1.947,-3.275,-0.443,3.547,0.744,2.75,1.076,1.497,-4.586,-3.896,10.52
C,Y,Low,-0.533,4.48,,-0.9897,-0.4084,-0.197,1.457,1.808,1.584,-1.084,-3.086,0.0929,31.11
B,Y,Medium,-0.584,-3.348,-0.0966,2.953,-1.392,-1.342,-1.803,-5.367,2.268,,-1.043,1.305,89.56
C,X,Low,,-0.6284,-0.11066,1.089,-0.3755,-1.599,1.721,1.344,1.243,1.304,5.375,-4.88,98.1
A,X,High,,-0.4333,-0.5303,2.488,-0.1421,2.96,1.199,2.656,0.539,3.48,-4.664,0.9126,3.488
C,Y,High,-0.7,-0.4204,-1.461,-1.43,,-3.453,1.88,-0.0018,0.8745,-0.0326,4.195,1.499,70.75
B,X,Medium,1.272,-0.9287,-2.03,0.8423,0.6714,-2.941,0.521,2.32,2.824,-1.052,2.676,0.75,72.8
C,Y,High,-2.928,1.846,2.104,-3.672,0.9863,-0.2932,-0.6646,4.832,2.645,-5.523,-0.3923,-1.836,99.4
C,Y,High,5.965,0.1282,2.348,0.9917,1.801,-3.162,0.6045,2.238,0.894,2.307,-3.01,-0.7256,36.06
B,X,Low,-2.246,5.855,-0.3806,0.5527,2.963,-1.347,1.022,1.363,0.735,2.08,-1.317,-0.898,32.66
A,X,Medium,0.9736,5.816,0.2266,0.734,-0.571,0.487,2.26,-0.526,2.506,3.223,-2.328,1.019,7.348
B,Y,Medium,0.8955,1.634,0.11316,1.537,-1.054,-2.418,0.524,4.977,0.5073,0.1062,4.062,1.023,30.0
B,X,Low,-1.526,0.809,,2.424,0.7593,-1.485,1.727,,2.959,1.29,3.674,-1.149,102.56
C,Y,Medium,3.877,3.44,2.734,-0.857,0.03763,1.114,1.625,1.147,0.06384,0.59,0.9995,0.7563,7.25
,X,Medium,-2.512,-1.52,-0.06256,0.6143,1.177,-4.934,1.6045,5.95,0.5674,-2.797,,2.605,106.8
C,Y,Low,,-2.871,-3.205,-0.7705,0.624,-3.486,2.746,-2.262,0.11774,2.31,-0.193,-0.4822,64.25
A,Y,Medium,2.307,2.469,-1.784,0.3018,1.42,4.527,0.921,0.1992,-0.116,-4.49,-2.629,-0.127,1.5
C,Y,Low,-2.791,0.3208,1.259,1.752,-0.07104,2.281,1.04,-3.51,1.266,1.302,2.002,2.568,98.56
B,X,High,1.682,0.588,-0.7036,,-0.5615,0.4175,0.1715,,1.25,0.0741,-1.987,3.896,-9.375
A,Y,Low,2.326,2.242,,2.43,,-2.834,0.2094,1.169,1.054,-0.7153,-1.692,,67.9
C,Y,High,0.95,3.14,-1.418,2.965,-1.019,-2.414,1.219,-1.752,2.086,,0.2693,-2.129,98.0
,Y,Low,-0.4275,3.06,1.826,2.746,3.635,-0.69,0.2507,4.965,1.324,0.605,1.058,2.002,67.7
A,X,Medium,1.607,-2.04,-2.879,1.053,1.577,-4.996,1.07,1.651,0.7754,2.23,-5.02,,28.75
A,X,Medium,-2.791,-4.582,-0.643,2.34,-0.4575,-6.02,0.4895,,1.814,-3.553,3.963,-1.192,158.1
,X,,-0.07697,1.948,0.2172,2.656,-2.996,3.045,0.04877,-5.293,,2.305,,-0.1385,75.5
B,X,Medium,0.738,5.9,-0.0081,0.4922,-0.5195,-1.886,0.3333,-0.652,1.481,0.2727,-0.954,6.887,-24.97
B,X,Medium,2.27,1.434,0.2141,-1.891,,-0.897,2.137,-1.411,0.3528,-2.467,-3.002,1.07,33.75
A,Y,Medium,2.79,1.72,1.856,1.392,-0.4941,0.1453,0.4504,5.91,1.238,2.248,-1.438,1.555,-18.92
A,X,Low,2.23,0.0515,0.7285,-0.1593,0.11676,3.906,-0.07196,-0.2708,1.281,0.4265,7.254,0.9604,-2.744
C,X,Low,3.766,-1.636,0.8667,1.327,0.556,,,0.64,1.128,-0.4204,1.521,4.504,44.28
A,Y,Low,2.363,-1.158,2.395,4.387,0.6343,-1.774,-0.468,1.771,1.385,-2.79,-2.709,6.957,96.06
B,X,Medium,1.196,-2.33,0.666,1.413,-0.0681,-0.007603,-0.6094,2.537,0.513,-0.375,,1.72,60.84
B,Y,Medium,0.3787,5.1,0.7417,-1.782,0.2886,-0.715,,0.473,0.2257,0.2925,-0.227,0.68,-12.234
A,X,Low,-0.1952,-0.6143,2.656,2.348,-0.98,-1.039,0.00869,1.742,0.3047,-2.594,-5.887,1.003,116.2
C,Y,Low,0.3455,1.316,1.781,3.756,,-2.771,0.8125,-2.139,2.93,5.99,-0.3557,3.045,69.3
C,X,Low,-4.67,-1.786,2.637,-1.759,0.3066,-1.124,1.555,-2.506,-0.4377,0.8345,-1.686,-0.1482,136.0
A,Y,Medium,0.4797,-0.6357,-2.91,,0.664,-1.054,1.053,-1.333,0.3743,3.26,0.451,1.105,-0.6245
B,Y,Low,-0.4592,2.424,0.68,1.109,,3.64,1.478,-2.482,1.744,-5.684,0.7104,,104.44
B,Y,,1.235,,1.075,0.2935,0.861,-4.63,0.88,0.754,0.5195,0.0931,-1.214,,66.8
A,X,Medium,1.157,6.547,0.6396,0.1508,-0.015236,1.431,0.666,1.711,2.947,3.28,-1.987,-2.74,-9.695
A,X,Low,0.6997,0.002825,-2.254,1.948,-0.608,3.62,2.713,2.33,1.189,-1.76,-2.44,,36.94
,X,High,2.68,0.4377,2.166,3.219,-1.425,-0.2151,0.2927,1.703,0.1365,2.598,3.34,,32.06
B,X,Medium,5.953,1.78,-1.58,1.226,0.4617,-3.707,0.4353,-0.8037,1.621,2.09,4.46,4.254,-15.4
B,X,Low,2.64,-4.08,-1.063,0.1722,-0.746,2.268,0.703,1.765,1.956,1.854,1.568,-0.0889,2.004
A,X,Medium,-0.3032,,1.817,2.545,1.082,-2.334,0.808,1.668,-1.812,-4.53,-0.0813,-3.416,121.9
C,X,Medium,-4.05,-0.516,1.074,-0.9683,0.5825,-0.4014,1.094,0.1288,1.418,-2.861,2.72,2.35,130.8
A,Y,Medium,6.066,-4.31,1.006,-2.756,1.511,-4.16,0.613,0.6675,0.5796,-3.898,-3.727,,36.9
A,Y,Medium,1.526,3.531,-0.6357,-0.3513,-0.6934,0.4106,1.053,4.69,,1.32,-0.8623,1.224,-41.03
B,X,Low,-1.1875,4.28,-2.084,0.777,2.424,-2.658,2.268,0.05292,0.669,-1.2705,5.15,,64.75
B,Y,Low,-0.1167,-0.2583,-1.04,0.797,0.1926,0.677,1.01,-0.5576,0.3457,0.605,0.4268,1.706,35.0
B,X,Low,3.309,-0.829,-0.6763,-1.062,0.5664,-2.148,0.6924,0.3582,-1.786,3.248,3.338,2.691,-13.38
B,X,Medium,-2.783,-1.582,-1.3125,0.509,0.1777,1.488,1.349,3.295,0.5146,2.07,1.374,3.795,33.6
B,X,Medium,2.46,-4.99,0.9736,2.055,0.2676,0.3547,2.557,-1.362,0.857,-1.899,-0.629,-0.7505,126.5
,X,Low,-2.045,-2.783,-1.532,2.836,-0.3635,-1.826,1.234,,-0.05267,-0.1896,0.692,4.25,131.0
B,,Medium,0.8076,-2.502,2.637,-1.459,-1.484,3.19,,0.02237,0.642,-2.29,5.395,7.895,52.38
B,Y,Medium,-2.398,5.414,2.688,2.967,0.672,-2.066,-0.2983,1.394,-0.1846,-6.188,-2.611,3.121,126.4
A,X,Medium,1.216,3.732,-0.819,-0.6025,-0.8413,-3.494,2.2,-0.03198,-0.12085,,1.822,3.883,-0.7866
,Y,High,2.998,3.967,-0.01962,2.92,-0.848,4.49,,3.322,0.709,1.967,-1.3125,-0.91,-20.03
B,Y,Low,1.998,,-0.5254,0.4587,-0.8506,-1.197,2.016,3.871,0.6646,1.287,-1.514,2.559,-11.01
A,Y,Low,1.239,-0.5156,-0.5234,-0.97,1.898,-0.3203,-0.774,1.164,0.8535,0.1643,2.004,1.675,2.127
A,Y,Low,0.209,3.188,-0.444,-2.479,0.3616,1.447,,1.639,2.62,3.605,1.05,1.737,-56.7
A,X,Low,1.557,-0.2922,1.5625,-1.283,1.033,-2.234,-0.783,0.05197,2.031,-2.547,-1.765,5.508,32.7
A,Y,High,-0.625,-0.8604,5.203,-0.4321,-0.3496,,1.098,0.117,-1.02,6.137,-1.8125,,48.3
B,X,Low,-2.736,1.327,0.1351,1.404,-1.237,-1.106,-0.5996,2.59,0.629,2.543,-2.758,4.645,31.81
B,X,Medium,-1.531,3.934,-3.004,0.3992,-1.837,1.872,1.049,-1.199,2.334,-1.188,-0.3198,3.75,7.71
C,X,High,3.197,3.148,2.375,-0.1296,-0.3755,-2.74,2.178,3.762,0.697,1.692,1.039,0.7446,33.25
B,X,Low,2.213,1.246,-0.2517,-0.3506,-0.949,3.557,1.603,-0.6514,0.8477,-3.266,-0.39,4.523,46.97
A,X,Low,-3.967,3.31,,-1.663,-1.97,-0.4375,1.491,2.701,-1.154,,-2.242,-1.107,60.34
C,Y,,0.3333,3.613,0.1943,-1.899,0.685,-1.945,1.286,1.268,-0.408,0.6665,-2.574,3.494,-1.485
B,Y,Low,-0.8115,1.537,1.916,1.55,1.395,-2.68,0.4136,0.519,1.466,0.7783,3.156,0.6562,78.1
B,Y,Low,3.648,0.6704,-1.128,-2.572,-0.1453,1.467,1.85,1.356,,0.2593,,1.836,-52.53
A,X,Low,-3.096,4.465,0.586,-1.856,-2.943,-0.1218,-0.5356,2.027,-1.471,2.434,-1.072,-0.947,-4.453
C,X,Low,-6.527,5.19,2.92,-0.6147,0.1484,-0.2177,1.619,0.5195,-0.0814,0.7944,-2.07,-1.192,117.3
B,Y,High,-3.762,0.7363,1.383,-0.44,2.088,1.246,0.4087,0.4592,1.019,2.682,-1.455,1.134,59.2
B,X,Medium,-4.07,0.2194,2.016,5.535,-0.3264,-0.2917,-0.1266,0.35,0.91,-1.619,-4.016,4.164,140.8
B,,Low,1.177,-0.2043,0.8833,-0.02725,3.12,-2.54,,-1.722,,3.324,2.695,,55.7
C,X,High,-2.082,-2.215,,1.008,3.334,0.688,1.514,-0.2688,1.046,0.0594,-6.297,-1.628,167.2
A,X,High,2.857,0.5605,4.3,-0.7065,2.295,1.381,,-1.968,1.651,-2.91,2.566,-3.594,135.2
C,Y,Medium,2.363,4.07,-0.3408,-0.3408,0.827,2.818,1.773,0.9287,0.272,1.305,1.835,5.496,-42.28
B,X,Low,1.586,2.215,2.547,1.776,-0.376,-1.768,1.375,-0.998,0.868,-2.23,-0.963,-0.7554,109.8
A,Y,Low,-3.676,2.992,-0.2129,-0.2324,0.347,-0.539,1.105,-0.144,2.344,3.146,-5.105,0.7803,26.38
B,X,Low,2.85,-4.504,-0.71,1.122,-0.1162,-2.05,1.8955,-0.3677,0.881,0.2688,1.384,4.543,41.25
B,Y,Medium,2.41,4.18,-1.171,-2.541,-0.11176,4.29,0.1841,-0.3396,-0.5693,-2.555,0.6445,-3.898,-22.22
A,Y,Medium,3.088,0.942,-1.588,-0.00946,1.846,4.426,0.9204,3.275,2.098,2.105,-3.05,1.942,-50.97
B,X,High,3.826,-0.4607,,-0.839,1.8125,2.625,2.137,-5.195,2.492,3.84,3.44,0.845,40.5
A,X,Medium,-0.4148,-2.898,-2.121,2.426,,-0.836,1.03,0.7124,-0.938,-0.2993,5.4,-0.8647,83.2
A,Y,High,1.173,4.05,2.219,0.7754,0.3367,-3.352,1.954,0.003464,2.072,1.333,1.525,-2.016,52.56
A,Y,Low,-1.314,-1.189,-1.797,1.678,1.013,5.934,1.349,0.1584,-0.702,,-6.098,4.168,5.0
C,X,,0.965,-0.51,0.9175,0.03278,0.981,1.506,0.4697,-1.748,1.348,-0.4885,2.348,-6.0,110.56
B,X,High,1.504,,-0.186,3.582,0.9507,2.76,0.832,-0.778,-0.1713,3.09,1.491,3.33,21.72
B,Y,High,5.438,0.9736,-3.055,-0.6177,0.2366,-1.637,1.538,-0.3708,2.908,-2.8,3.928,2.945,-9.9
C,X,,4.234,0.7573,0.6733,,-0.4368,1.525,0.7266,-0.8076,1.299,-1.616,4.83,0.1735,52.88
A,X,Low,0.651,0.9316,1.848,-2.533,0.3179,2.686,0.5615,-4.32,0.8325,4.39,2.627,3.207,12.55
B,X,High,,-1.487,1.135,3.33,0.5254,3.934,-0.2632,1.114,0.6313,1.176,0.2245,-0.2273,99.3
C,X,Medium,-2.488,-0.1884,1.289,,-0.5137,0.8086,1.805,1.658,1.09,-1.901,2.12,3.201,71.94
A,Y,Medium,-3.725,1.031,,-0.3767,1.678,1.847,,-1.227,1.008,1.61,-2.283,,75.56
